word llm_surp
What 8.85503101348877
did 6.385716438293457
the 1.83585524559021
villagers 11.23339557647705
think 0.5758366584777832
that 3.843972682952881
the 0.8452364206314087
news 9.760407447814941
article 6.070430278778076
on 4.942095756530762
had 15.752121925354004
caused 5.899496555328369
the 1.9900246858596802
grave 8.715773582458496
public 9.283819198608398
unrest 7.147433757781982
? 1.8014415502548218
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
janitor 14.476498001255095
think 0.7032527923583984
that 4.016637325286865
a 3.8329668045043945
bottle 11.241029739379883
of 0.11210057884454727
can 12.076869010925293
remove 17.972707748413086
the 2.033719778060913
stain 5.005528926849365
? 1.415244460105896
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
boy 10.917826652526855
think 0.956037700176239
that 3.468050479888916
the 1.096020221710205
demons 13.839987754821777
of 3.4540727138519287
will 14.384309768676758
be 5.088696479797363
defeated 8.79271125793457
by 1.8778340816497803
the 1.0447782278060913
superhero 13.710784912109375
? 2.115165948867798
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
police 8.773343086242676
officer 6.666487216949463
think 0.4071712791919708
that 3.837764263153076
a 4.01223611831665
stack 16.103954315185547
of 0.009035483002662659
was 15.422382354736328
hit 15.05993366241455
by 0.35690194368362427
the 2.815345525741577
truck 3.744926691055298
? 0.7710918188095093
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
musician 12.27171802520752
think 0.7547548413276672
that 5.384913444519043
the 1.066562294960022
copyrights 24.68363094329834
to 2.979496955871582
will 16.11992645263672
be 2.651458740234375
bought 7.130214691162109
by 1.5073585510253906
the 1.3075109720230103
record 9.32090950012207
company 1.6008280515670776
? 0.26880910992622375
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
journalist 10.83658504486084
think 0.7066299319267273
that 5.1124043464660645
the 0.7667264342308044
book 9.955967903137207
about 3.576765537261963
was 16.194272994995117
written 4.888948917388916
by 0.8125772476196289
the 2.5173096656799316
politician 8.935277938842773
? 1.416635274887085
What 8.85503101348877
did 6.385716438293457
the 1.83585524559021
judge 8.385517120361328
think 0.7145259380340576
that 3.8244211673736572
a 5.205772399902344
report 9.938666343688965
of 1.5927432775497437
had 16.506155014038086
been 1.9801056385040283
emailed 11.46575927734375
to 0.5982431173324585
the 1.0284188985824585
prosecutor 5.245594024658203
? 2.7944552898406982
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
physician 8.933086395263672
think 0.40559908747673035
that 3.147469997406006
an 6.615738391876221
effective 7.562319755554199
vaccine 3.4431729316711426
for 0.8713207840919495
was 16.249055862426758
designed 11.986687660217285
by 4.6748247146606445
the 2.2052061557769775
group 7.23026704788208
of 0.6178429126739502
researchers 2.466801404953003
? 1.225043535232544
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
professor 9.38016414642334
think 0.3035832941532135
that 3.1625144481658936
a 5.076085090637207
bottle 13.97281551361084
of 0.1215607076883316
was 15.655056953430176
spilled 19.928354263305664
by 4.257318019866943
the 2.2158024311065674
student 3.3366971015930176
? 0.6504189372062683
What 8.85503101348877
does 4.248156547546387
the 1.559532880783081
zoologist 13.607065230607986
think 0.6413661241531372
that 3.5920448303222656
the 0.8957247138023376
mating 11.534246444702148
call 4.6437554359436035
of 0.702195405960083
resembles 23.068193435668945
the 1.7251251935958862
sounds 4.863007545471191
of 0.13958010077476501
a 1.4846926927566528
cat 3.69325590133667
? 0.8901390433311462
