word llm_surp
Who 10.675249099731445
does 5.440791130065918
the 2.2030670642852783
boy 7.205078601837158
believe 5.937112331390381
the 5.651439666748047
claim 13.073864936828613
that 2.1085870265960693
the 2.638273000717163
superhero 12.823197364807129
will 3.790163278579712
defeat 4.678256988525391
? 6.106673240661621
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
radio 13.645276069641113
host 4.96618127822876
believe 6.8637213706970215
the 4.976377964019775
claim 10.56039047241211
that 3.0080974102020264
the 2.549166202545166
ex-wife 15.972375214099884
of 1.8201900720596313
the 2.7939341068267822
movie 11.428397178649902
star 1.1520017385482788
bought 11.882316589355469
? 7.558348655700684
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
director 9.64881706237793
believe 6.732076644897461
the 4.361553192138672
claim 12.623842239379883
that 3.677578926086426
the 2.5604469776153564
main 10.826361656188965
actor 6.187031269073486
will 6.315939903259277
blow 10.304909706115723
off 5.576521873474121
? 9.14428424835205
Who 10.675249099731445
does 5.440791130065918
the 2.2030670642852783
pilot 11.279058456420898
believe 4.583868980407715
the 5.314393997192383
claim 14.304679870605469
that 3.4159271717071533
the 2.2895169258117676
description 15.54230785369873
of 0.6655651926994324
the 1.1606351137161255
hijacker 13.275591015815735
matches 11.037109375
? 7.494043350219727
Who 10.675249099731445
do 5.937730312347412
the 5.043114185333252
activists 10.578423500061035
believe 3.722511053085327
the 6.085804462432861
claim 13.47420597076416
that 3.720482349395752
government 9.328633308410645
officials 3.9766383171081543
bribed 14.032129377126694
? 11.122466087341309
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
headmaster 13.123723983764648
believe 4.883249759674072
the 5.199856281280518
claim 12.709144592285156
that 3.190000057220459
an 6.865813255310059
expert 8.102197647094727
in 4.811079025268555
Chinese 9.174702644348145
history 4.378616809844971
wrote 7.280444622039795
? 6.853174209594727
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
actor 10.68552303314209
believe 7.067866325378418
the 5.400620937347412
claim 12.055062294006348
that 3.5016417503356934
the 2.5279479026794434
famous 11.764336585998535
scholar 12.181028366088867
wrote 7.911818027496338
? 6.302873134613037
What 8.304403305053711
did 5.9491095542907715
the 2.3968374729156494
judge 8.232795715332031
believe 5.1630778312683105
the 5.591585159301758
claim 11.851551055908203
that 2.8121302127838135
the 2.363511562347412
police 6.356325149536133
officer 2.2596161365509033
had 2.7309138774871826
emailed 17.384933471679688
to 3.1090662479400635
the 2.022174835205078
prosecutor 7.389258861541748
? 8.059212684631348
What 8.304403305053711
did 5.9491095542907715
the 2.3968374729156494
villagers 12.365266799926758
believe 5.208812713623047
the 6.121921062469482
claim 14.263359069824219
that 3.434900999069214
the 2.1188299655914307
news 12.171554565429688
article 7.977934837341309
on 6.861567497253418
healthcare 16.923786163330078
had 4.388404369354248
caused 4.55592679977417
? 5.6253814697265625
What 8.304403305053711
did 5.9491095542907715
the 2.3968374729156494
pharmacist 12.863187685608864
believe 6.344027042388916
the 5.845442771911621
claim 14.011971473693848
that 4.268620491027832
a 4.604347229003906
pack 11.587498664855957
of 0.17051967978477478
painkillers 11.0226289331913
could 4.090282440185547
cause 2.341989040374756
? 6.344369888305664
Who 10.675249099731445
does 5.440791130065918
the 2.2030670642852783
athlete 11.257682800292969
believe 4.961906433105469
the 5.389862060546875
claim 10.458024024963379
that 3.9544553756713867
her 6.888049125671387
manager 12.064990997314453
called 6.9532389640808105
? 7.961428642272949
Who 10.675249099731445
does 5.440791130065918
the 2.2030670642852783
football 11.747698783874512
coach 3.367804765701294
believe 4.559722423553467
the 5.502340316772461
claim 12.949947357177734
that 2.0972254276275635
the 2.720261812210083
brother 12.092896461486816
of 0.7894691228866577
his 5.359254360198975
best 7.612432479858398
player 2.930537700653076
has 3.8343007564544678
already 8.692355155944824
contacted 11.68057632446289
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
professor 9.808185577392578
believe 5.178092956542969
the 5.248456001281738
claim 11.842011451721191
that 3.381288766860962
the 2.7097740173339844
student 6.606600761413574
spilled 14.548051834106445
? 7.61806058883667
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
chef 11.994924545288086
believe 5.671613693237305
the 4.554469585418701
claim 14.043018341064453
that 3.5514066219329834
the 2.504695415496826
food 6.683993339538574
critic 10.950323104858398
will 5.525306701660156
publish 9.983168601989746
? 6.3852667808532715
What 8.304403305053711
does 3.7662012577056885
the 1.853590726852417
lexicographer 19.452675461769104
believe 6.203704833984375
the 5.234807014465332
claim 11.356014251708984
that 3.4513566493988037
some 7.629251003265381
of 4.410356044769287
his 4.325955390930176
colleagues 5.914658546447754
revised 15.988995552062988
? 6.993850231170654
