word llm_surp
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
zookeeper 17.550020717084408
wonder 0.3857539892196655
whether 0.4419635534286499
the 1.2842377424240112
lion 10.876446723937988
attacked 13.244020462036133
? 2.2378456592559814
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
prime 11.272834777832031
minister 0.007061318028718233
wonder 1.5503431558609009
whether 0.4789910316467285
a 5.338058948516846
foreign 7.738248825073242
spy 8.981560707092285
stole 11.255019187927246
? 3.7588722705841064
What 8.110077857971191
does 3.363285779953003
the 1.187698245048523
journalist 7.494214057922363
wonder 0.6682417988777161
whether 0.43442708253860474
the 1.2791287899017334
politician 8.280817985534668
once 10.183643341064453
wrote 7.397904872894287
? 3.00915265083313
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
investigator 10.328399658203125
wonder 0.2826334834098816
whether 0.42327773571014404
the 1.278376579284668
robbers 13.59132194519043
deleted 14.731908798217773
? 3.2024986743927
Who 10.512215614318848
does 5.176661014556885
the 1.4473998546600342
athlete 9.58358383178711
wonder 1.4989310503005981
whether 0.7041793465614319
her 9.623571395874023
manager 10.02331829071045
called 9.025596618652344
? 4.096296787261963
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
mechanic 12.674287796020508
wonder 0.3633473813533783
whether 0.43972817063331604
the 1.0743656158447266
apprentice 10.457879066467285
spilled 16.910009384155273
? 4.375637531280518
What 8.110077857971191
did 6.233343124389648
the 2.03995943069458
manager 9.702371597290039
wonder 1.2379844188690186
whether 0.981329619884491
the 1.402268409729004
intern 14.907092094421387
had 4.375629425048828
taken 8.356704711914062
? 5.165140151977539
What 8.110077857971191
did 6.233343124389648
the 2.039968252182007
publisher 10.342047691345215
wonder 2.2699317932128906
whether 0.948246419429779
the 1.5091248750686646
author 4.37851095199585
had 4.883823871612549
already 7.239488124847412
finished 6.024345874786377
? 3.7974963188171387
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
lawyer 7.891881942749023
wonder 1.420912742614746
whether 0.4186357259750366
the 1.1916624307632446
scientist 11.155243873596191
wrote 10.238057136535645
? 2.6407651901245117
What 8.110077857971191
does 3.363285779953003
the 1.187698245048523
mayor 8.857582092285156
wonder 1.222028374671936
whether 0.5416455864906311
the 1.0581265687942505
union 8.933414459228516
is 4.756790637969971
planning 5.04482364654541
a 10.104159355163574
protest 3.5710835456848145
against 2.478896141052246
? 4.293800354003906
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
teacher 7.805213451385498
wonder 0.33930331468582153
whether 0.5273512005805969
the 1.0779191255569458
boy 5.169091701507568
found 8.843754768371582
? 4.623660087585449
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
physician 8.508047103881836
wonder 0.6045714020729065
whether 0.37195324897766113
the 1.2930179834365845
group 11.06457805633545
of 3.788065195083618
researchers 5.73203706741333
designed 11.794486045837402
? 3.953094720840454
What 8.110077857971191
does 3.363285779953003
the 1.1876972913742065
professor 8.640812873840332
wonder 0.29596561193466187
whether 0.39613622426986694
the 1.4163432121276855
student 3.3222568035125732
spilled 17.646146774291992
? 5.09248161315918
What 8.110099792480469
did 6.233317852020264
the 2.039975881576538
judge 8.401632308959961
wonder 2.5127439498901367
whether 0.6515587568283081
the 1.2232184410095215
police 7.207389831542969
officer 1.4456342458724976
had 4.035374164581299
emailed 17.94190216064453
to 3.0209882259368896
the 1.7392079830169678
prosecutor 7.308450698852539
? 4.668181896209717
What 8.110077857971191
does 3.363285779953003
the 1.187698245048523
police 8.81462287902832
officer 2.558875322341919
wonder 0.8541205525398254
whether 0.6260966062545776
the 1.1854674816131592
truck 12.299592971801758
hit 12.762239456176758
? 3.0257906913757324
