word llm_surp
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
journalist 8.899797439575195
think 0.05204841494560242
that 1.0353347063064575
the 0.9840375185012817
book 6.566404342651367
about 3.864107847213745
was 2.535822868347168
written 0.7775869965553284
by 0.05097125843167305
the 2.6558520793914795
politician 9.765921592712402
? 0.23821738362312317
What 8.280036926269531
did 6.022392272949219
the 1.1450073719024658
judge 7.600403785705566
think 0.11646846681833267
that 0.7512234449386597
a 3.4285531044006348
report 8.465567588806152
of 2.0766243934631348
had 5.784526824951172
been 0.514168381690979
emailed 13.643570899963379
to 1.1096878051757812
the 1.3121824264526367
prosecutor 6.848426342010498
? 0.5372462272644043
What 8.280036926269531
does 3.623572587966919
the 0.6606470346450806
investigator 10.073773384094238
think 0.06307824701070786
that 0.5972462892532349
a 4.147656440734863
segment 15.18880844116211
of 0.3036121726036072
was 12.434930801391602
deleted 8.25513744354248
? 1.3265477418899536
Who 10.90929126739502
does 5.455057621002197
the 0.8369962573051453
athlete 10.93901538848877
think 0.1216939240694046
that 1.2277475595474243
the 1.4735864400863647
agent 10.284079551696777
of 1.9795628786087036
called 11.987051963806152
her 10.541708946228027
manager 11.998125076293945
? 0.7805627584457397
What 8.280036926269531
did 6.022370338439941
the 1.1450064182281494
publisher 9.808684349060059
think 0.09313564002513885
that 0.9966892004013062
the 1.3710618019104004
draft 11.574572563171387
of 2.007129669189453
was 2.8111977577209473
already 8.140936851501465
finished 6.005293369293213
? 0.9968577027320862
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
mayor 9.48702621459961
think 0.03174339979887009
a 6.358273029327393
protest 11.133295059204102
against 3.5463101863861084
is 3.1292622089385986
being 4.275601863861084
planned 1.8116521835327148
by 1.1435890197753906
the 0.9051343202590942
union 7.066380500793457
? 0.9695994257926941
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
zookeeper 17.873294591903687
think 0.045306246727705
that 0.5807520151138306
a 2.565559148788452
herd 11.406742095947266
of 0.0768679529428482
was 12.070084571838379
attacked 9.519811630249023
by 0.12931808829307556
a 1.3242417573928833
lion 6.270247936248779
yesterday 15.681469917297363
? 0.4232024550437927
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
physician 8.265801429748535
think 0.06295984983444214
that 0.63152015209198
an 5.415109634399414
effective 8.59125804901123
vaccine 6.600010871887207
for 3.4411675930023193
was 8.199057579040527
designed 6.88386344909668
by 0.6920889616012573
the 1.1326994895935059
group 11.026732444763184
of 3.154468059539795
researchers 4.144156455993652
? 0.36173754930496216
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
mechanic 13.044486045837402
think 0.07198718190193176
that 0.8617330193519592
a 3.1963963508605957
bottle 10.236927032470703
of 0.28630849719047546
was 8.976517677307129
spilled 7.6621317863464355
by 2.2419002056121826
the 1.1127123832702637
apprentice 11.49267578125
? 0.32399505376815796
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
prime 11.599259376525879
minister 0.0059117889031767845
think 0.020642057061195374
that 0.6695186495780945
the 1.122367024421692
report 6.289186954498291
of 2.0455782413482666
was 5.032031059265137
stolen 10.235886573791504
by 1.510610580444336
a 3.156597137451172
foreign 4.603512763977051
spy 3.1786630153656006
? 0.24698406457901
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
police 7.456156253814697
officer 8.036787986755371
think 0.045959215611219406
that 0.9152295589447021
a 2.898871660232544
stack 16.10279655456543
of 0.04218669608235359
was 11.343083381652832
hit 10.729663848876953
by 0.2421451210975647
the 1.3376866579055786
truck 3.9158518314361572
? 0.4224340319633484
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
professor 8.399887084960938
think 0.031721070408821106
that 0.5176544785499573
a 3.4456894397735596
bottle 12.160962104797363
of 0.13837207853794098
was 9.4657621383667
spilled 8.282797813415527
by 1.977809190750122
the 1.3562389612197876
student 2.4799909591674805
? 0.17056719958782196
What 8.280036926269531
does 3.623572587966919
the 0.660646915435791
lawyer 8.084916114807129
think 0.06885320693254471
the 2.987574815750122
article 10.764809608459473
about 2.7569501399993896
was 2.6057257652282715
written 1.1022887229919434
by 0.07362481951713562
a 3.595660924911499
scientist 8.501909255981445
? 0.3597247302532196
What 8.280036926269531
does 3.6235508918762207
the 0.6606462001800537
teacher 8.062030792236328
think 0.031116951256990433
that 0.8997434973716736
a 3.3072378635406494
box 12.305703163146973
of 1.195527195930481
was 10.672868728637695
found 3.0532007217407227
by 2.8854260444641113
the 0.876609206199646
boy 6.351546287536621
? 0.3490031659603119
What 8.280036926269531
did 6.022392272949219
the 1.1450073719024658
manager 8.710823059082031
think 0.04491081088781357
that 0.9425690770149231
the 1.2177520990371704
photo 10.924800872802734
of 1.2456098794937134
had 5.555935859680176
been 0.5735666751861572
taken 0.426301509141922
by 0.90078204870224
an 5.009426116943359
intern 8.032781600952148
? 0.5261795520782471
