"sentence_id","sentence_string","condition","mean_acc","mean_surprisal","normalized_surprisal"
82,"Jacob brushed milk over the pastry and Emily oil over the dough .","locative-match-gap",0.644897959183673,9.93062260288459,0.667267079799664
83,"Jacob brushed milk over the pastry and Emily oil over the dough .","locative-match-gap",0.476190476190476,9.93062260288459,0.667267079799664
83,"Jacob brushed milk over the pastry and Emily the dough with oil .","locative-mismatch-gap",0.554112554112554,10.5923123543079,0.754952632139936
84,"Jacob brushed milk over the pastry and Emily brushed oil over the dough .","locative-match-nogap",0.794285714285714,8.83621717350823,0.586094836978408
84,"Jacob brushed milk over the pastry and Emily the dough with oil .","locative-mismatch-gap",0.682539682539683,10.5923123543079,0.754952632139936
85,"Jacob brushed milk over the pastry and Emily brushed oil over the dough .","locative-match-nogap",0.814285714285714,8.83621717350823,0.586094836978408
85,"Jacob brushed milk over the pastry and Emily brushed the dough with oil .","locative-mismatch-nogap",0.837662337662338,9.07953986099788,0.61046070115677
86,"Jacob brushed milk over the pastry and Emily brushed the dough with oil .","locative-mismatch-nogap",0.831168831168831,9.07953986099788,0.61046070115677
86,"Michael crammed food into his mouth and Hannah books into her bag .","locative-match-gap",0.597402597402597,9.36939987769494,0.677272785859623
87,"Michael crammed food into his mouth and Hannah books into her bag .","locative-match-gap",0.558441558441558,9.36939987769494,0.677272785859623
87,"Michael crammed food into his mouth and Hannah her bag with books .","locative-mismatch-gap",0.489795918367347,9.8441057571998,0.725099913018665
88,"Michael crammed food into his mouth and Hannah crammed books into her bag .","locative-match-nogap",0.813852813852814,8.19490405917168,0.572940577197285
88,"Michael crammed food into his mouth and Hannah her bag with books .","locative-mismatch-gap",0.357142857142857,9.8441057571998,0.725099913018665
89,"Michael crammed food into his mouth and Hannah crammed books into her bag .","locative-match-nogap",0.825396825396825,8.19490405917168,0.572940577197285
89,"Michael crammed food into his mouth and Hannah crammed her bag with books .","locative-mismatch-nogap",0.742857142857143,8.69274408476693,0.621275834998427
90,"Matthew daubed graffiti on the wall and Madison paint on the statue .","locative-match-gap",0.6,10.5044152507415,0.657279427709424
90,"Michael crammed food into his mouth and Hannah crammed her bag with books .","locative-mismatch-nogap",0.914285714285714,8.69274408476693,0.621275834998427
91,"Matthew daubed graffiti on the wall and Madison paint on the statue .","locative-match-gap",0.585714285714286,10.5044152507415,0.657279427709424
91,"Matthew daubed graffiti on the wall and Madison the statue with paint .","locative-mismatch-gap",0.62987012987013,10.8918851889097,0.719009371020967
92,"Matthew daubed graffiti on the wall and Madison daubed paint on the statue .","locative-match-nogap",0.677551020408163,10.2143438080592,0.610845498797451
92,"Matthew daubed graffiti on the wall and Madison the statue with paint .","locative-mismatch-gap",0.454545454545455,10.8918851889097,0.719009371020967
93,"Matthew daubed graffiti on the wall and Madison daubed paint on the statue .","locative-match-nogap",0.619047619047619,10.2143438080592,0.610845498797451
93,"Matthew daubed graffiti on the wall and Madison daubed the statue with paint .","locative-mismatch-nogap",0.714285714285714,10.2523120178708,0.614503975946226
94,"Joshua heaped salad on the plate and Ashley bread on the tray .","locative-match-gap",0.658008658008658,9.97877106987513,0.696921955172336
94,"Matthew daubed graffiti on the wall and Madison daubed the statue with paint .","locative-mismatch-nogap",0.80952380952381,10.2523120178708,0.614503975946226
95,"Joshua heaped salad on the plate and Ashley bread on the tray .","locative-match-gap",0.73015873015873,9.97877106987513,0.696921955172336
95,"Joshua heaped salad on the plate and Ashley the tray with bread .","locative-mismatch-gap",0.542857142857143,9.94648999434251,0.716539231675902
96,"Joshua heaped salad on the plate and Ashley heaped bread on the tray .","locative-match-nogap",0.779220779220779,8.45364292178835,0.567395506514302
96,"Joshua heaped salad on the plate and Ashley the tray with bread .","locative-mismatch-gap",0.542857142857143,9.94648999434251,0.716539231675902
97,"Joshua heaped salad on the plate and Ashley heaped bread on the tray .","locative-match-nogap",0.714285714285714,8.45364292178835,0.567395506514302
97,"Joshua heaped salad on the plate and Ashley heaped the tray with bread .","locative-mismatch-nogap",0.628571428571429,9.42087035093989,0.653697183819917
98,"Joshua heaped salad on the plate and Ashley heaped the tray with bread .","locative-mismatch-nogap",0.69047619047619,9.42087035093989,0.653697183819917
98,"The doctor injected the medication into Christopher's spine and the nurse the vaccine into Sarah's arm .","locative-match-gap",0.628571428571429,8.69465863967643,0.629744027875551
99,"The doctor injected the medication into Christopher's spine and the nurse Sarah's arm with the vaccine .","locative-mismatch-gap",0.545454545454545,8.43876630418441,0.591825213171384
99,"The doctor injected the medication into Christopher's spine and the nurse the vaccine into Sarah's arm .","locative-match-gap",0.404761904761905,8.69465863967643,0.629744027875551
100,"The doctor injected the medication into Christopher's spine and the nurse Sarah's arm with the vaccine .","locative-mismatch-gap",0.666666666666667,8.43876630418441,0.591825213171384
100,"The doctor injected the medication into Christopher's spine and the nurse injected the vaccine into Sarah's arm .","locative-match-nogap",0.76,7.33660164641009,0.513515934828139
101,"The doctor injected the medication into Christopher's spine and the nurse injected Sarah's arm with the vaccine .","locative-mismatch-nogap",0.753246753246753,7.73585195011563,0.535773059808978
101,"The doctor injected the medication into Christopher's spine and the nurse injected the vaccine into Sarah's arm .","locative-match-nogap",0.942857142857143,7.33660164641009,0.513515934828139
102,"Nicholas jammed clothes into the suitcase and Alexis papers into the briefcase .","locative-match-gap",0.714285714285714,10.2707751987932,0.648386332539966
102,"The doctor injected the medication into Christopher's spine and the nurse injected Sarah's arm with the vaccine .","locative-mismatch-nogap",0.792207792207792,7.73585195011563,0.535773059808978
103,"Nicholas jammed clothes into the suitcase and Alexis papers into the briefcase .","locative-match-gap",0.623376623376623,10.2707751987932,0.648386332539966
103,"Nicholas jammed clothes into the suitcase and Alexis the briefcase with papers .","locative-mismatch-gap",0.587755102040816,10.7644523703135,0.73311018982586
104,"Nicholas jammed clothes into the suitcase and Alexis jammed papers into the briefcase .","locative-match-nogap",0.779220779220779,9.16199385002255,0.564128238407715
104,"Nicholas jammed clothes into the suitcase and Alexis the briefcase with papers .","locative-mismatch-gap",0.392857142857143,10.7644523703135,0.73311018982586
105,"Nicholas jammed clothes into the suitcase and Alexis jammed papers into the briefcase .","locative-match-nogap",0.873015873015873,9.16199385002255,0.564128238407715
105,"Nicholas jammed clothes into the suitcase and Alexis jammed the briefcase with papers .","locative-mismatch-nogap",0.68,9.86995421616094,0.636207546418213
106,"Andrew packed camping gear into his duffel bag and Samantha school supplies into her backpack .","locative-match-gap",0.697142857142857,8.81601679723826,0.571848374143949
106,"Nicholas jammed clothes into the suitcase and Alexis jammed the briefcase with papers .","locative-mismatch-nogap",0.828571428571429,9.86995421616094,0.636207546418213
107,"Andrew packed camping gear into his duffel bag and Samantha her backpack with school supplies .","locative-mismatch-gap",0.649350649350649,8.72857397262123,0.592046441290826
107,"Andrew packed camping gear into his duffel bag and Samantha school supplies into her backpack .","locative-match-gap",0.614285714285714,8.81601679723826,0.571848374143949
108,"Andrew packed camping gear into his duffel bag and Samantha her backpack with school supplies .","locative-mismatch-gap",0.597402597402597,8.72857397262123,0.592046441290826
108,"Andrew packed camping gear into his duffel bag and Samantha packed school supplies into her backpack .","locative-match-nogap",0.702040816326531,7.23267686917611,0.469073104209868
109,"Andrew packed camping gear into his duffel bag and Samantha packed her backpack with school supplies .","locative-mismatch-nogap",0.826839826839827,7.60269652244032,0.502590177959293
109,"Andrew packed camping gear into his duffel bag and Samantha packed school supplies into her backpack .","locative-match-nogap",0.94047619047619,7.23267686917611,0.469073104209868
110,"Andrew packed camping gear into his duffel bag and Samantha packed her backpack with school supplies .","locative-mismatch-nogap",0.873015873015873,7.60269652244032,0.502590177959293
110,"Joseph slathered sunscreen on his body and Jessica moisturizer on her face .","locative-match-gap",0.683982683982684,9.12061968216529,0.550830511621981
111,"Joseph slathered sunscreen on his body and Jessica her face with moisturizer .","locative-mismatch-gap",0.691428571428571,9.52195329849536,0.610141890960721
111,"Joseph slathered sunscreen on his body and Jessica moisturizer on her face .","locative-match-gap",0.682539682539683,9.12061968216529,0.550830511621981
112,"Joseph slathered sunscreen on his body and Jessica her face with moisturizer .","locative-mismatch-gap",0.614285714285714,9.52195329849536,0.610141890960721
112,"Joseph slathered sunscreen on his body and Jessica slathered moisturizer on her face .","locative-match-nogap",0.733766233766234,7.94817366983209,0.482421771601146
113,"Joseph slathered sunscreen on his body and Jessica slathered her face with moisturizer .","locative-mismatch-nogap",0.730612244897959,8.32907875307969,0.51047718454834
113,"Joseph slathered sunscreen on his body and Jessica slathered moisturizer on her face .","locative-match-nogap",0.883116883116883,7.94817366983209,0.482421771601146
114,"Daniel smeared cream cheese on a bagel and Elizabeth peanut butter on a cracker .","locative-match-gap",0.751020408163265,8.06871205667655,0.550476656818372
114,"Joseph slathered sunscreen on his body and Jessica slathered her face with moisturizer .","locative-mismatch-nogap",0.916666666666667,8.32907875307969,0.51047718454834
115,"Daniel smeared cream cheese on a bagel and Elizabeth a cracker with peanut butter .","locative-mismatch-gap",0.593073593073593,8.30972668627898,0.600011116461913
115,"Daniel smeared cream cheese on a bagel and Elizabeth peanut butter on a cracker .","locative-match-gap",0.630952380952381,8.06871205667655,0.550476656818372
116,"Daniel smeared cream cheese on a bagel and Elizabeth a cracker with peanut butter .","locative-mismatch-gap",0.746031746031746,8.30972668627898,0.600011116461913
116,"Daniel smeared cream cheese on a bagel and Elizabeth smeared peanut butter on a cracker .","locative-match-nogap",0.788571428571429,7.25584663031623,0.485600306228669
117,"Daniel smeared cream cheese on a bagel and Elizabeth smeared a cracker with peanut butter .","locative-mismatch-nogap",0.785714285714286,7.7609715036815,0.525243673772227
117,"Daniel smeared cream cheese on a bagel and Elizabeth smeared peanut butter on a cracker .","locative-match-nogap",0.928571428571429,7.25584663031623,0.485600306228669
118,"Daniel smeared cream cheese on a bagel and Elizabeth smeared a cracker with peanut butter .","locative-mismatch-nogap",0.896103896103896,7.7609715036815,0.525243673772227
118,"Tyler splashed water on his face and Taylor paint on her canvas .","locative-match-gap",0.688311688311688,9.01650156424596,0.621803308668042
119,"Tyler splashed water on his face and Taylor her canvas with paint .","locative-mismatch-gap",0.624489795918367,9.52720672350663,0.659470486121746
119,"Tyler splashed water on his face and Taylor paint on her canvas .","locative-match-gap",0.597402597402597,9.01650156424596,0.621803308668042
120,"Tyler splashed water on his face and Taylor her canvas with paint .","locative-mismatch-gap",0.333333333333333,9.52720672350663,0.659470486121746
120,"Tyler splashed water on his face and Taylor splashed paint on her canvas .","locative-match-nogap",0.813852813852814,7.91095543014152,0.526167221397871
121,"Tyler splashed water on his face and Taylor splashed her canvas with paint .","locative-mismatch-nogap",0.765714285714286,8.41771907572235,0.561788422765135
121,"Tyler splashed water on his face and Taylor splashed paint on her canvas .","locative-match-nogap",0.746031746031746,7.91095543014152,0.526167221397871
122,"Tyler splashed water on his face and Taylor splashed her canvas with paint .","locative-mismatch-nogap",0.842857142857143,8.41771907572235,0.561788422765135
122,"William loaded the cargo onto the boat and Lauren the sack onto the truck .","locative-match-gap",0.662857142857143,8.96487909555435,0.651476966981065
123,"William loaded the cargo onto the boat and Lauren the sack onto the truck .","locative-match-gap",0.585714285714286,8.96487909555435,0.651476966981065
123,"William loaded the cargo onto the boat and Lauren the truck with the sack .","locative-mismatch-gap",0.616883116883117,8.94717309474945,0.673456801862454
