word llm_surp
What 7.598835468292236
does 3.4011662006378174
the 2.549314022064209
zookeeper 20.123765468597412
wonder 8.831717491149902
whether 4.0594868659973145
the 2.880258560180664
lion 10.88670539855957
attacked 14.940110206604004
? 2.094975233078003
What 7.598835468292236
does 3.4011662006378174
the 2.549314022064209
prime 13.40880012512207
minister 0.12507322430610657
wonder 10.009289741516113
whether 3.915724039077759
a 6.698101997375488
foreign 7.425165176391602
spy 9.124090194702148
stole 12.784713745117188
? 3.436932325363159
What 7.598835468292236
does 3.4011662006378174
the 2.549314022064209
journalist 11.558608055114746
wonder 7.803168296813965
whether 3.7992169857025146
the 2.6213395595550537
politician 9.28393268585205
once 13.022988319396973
wrote 8.679984092712402
? 1.4563250541687012
What 7.598835468292236
does 3.4011635780334473
the 2.549314022064209
investigator 12.966976165771484
wonder 8.011717796325684
whether 3.4849112033843994
the 2.4684529304504395
robbers 15.307764053344727
deleted 16.804306030273438
? 1.9395099878311157
Who 9.508552551269531
does 4.56571102142334
the 2.5728068351745605
athlete 10.171555519104004
wonder 8.515284538269043
whether 3.1692733764648438
her 10.793381690979004
manager 10.992315292358398
called 11.241920471191406
? 2.30716609954834
What 7.598835468292236
does 3.4011635780334473
the 2.549314022064209
mechanic 13.414758682250977
wonder 8.969785690307617
whether 3.7743771076202393
the 3.1919140815734863
apprentice 13.19405460357666
spilled 20.269695281982422
? 2.2378666400909424
What 7.598835468292236
did 5.443846702575684
the 3.0503437519073486
manager 11.572989463806152
wonder 7.560732364654541
whether 4.687323570251465
the 2.9534242153167725
intern 13.816096305847168
had 6.368925094604492
taken 9.190108299255371
? 2.77317476272583
What 7.598835468292236
did 5.443846702575684
the 3.0503437519073486
publisher 12.881037712097168
wonder 8.670055389404297
whether 4.767204761505127
the 2.9504404067993164
author 5.546849250793457
had 6.049230575561523
already 9.456851959228516
finished 7.389673233032227
? 1.8627127408981323
What 7.598835468292236
does 3.4011635780334473
the 2.549314022064209
lawyer 11.277749061584473
wonder 9.779397010803223
whether 3.5697460174560547
the 2.6821537017822266
scientist 9.992229461669922
wrote 12.637455940246582
? 1.2906965017318726
What 7.598835468292236
does 3.4011662006378174
the 2.549314022064209
mayor 11.205430030822754
wonder 8.778916358947754
whether 3.9312877655029297
the 2.4828855991363525
union 11.000971794128418
is 4.96763277053833
planning 8.957742691040039
a 5.688660144805908
protest 4.962087154388428
against 5.132303714752197
? 3.8692822456359863
What 7.598835468292236
does 3.4011635780334473
the 2.549314022064209
teacher 9.789298057556152
wonder 7.987728118896484
whether 3.6487655639648438
the 2.569887161254883
boy 8.28283405303955
found 12.034131050109863
? 2.659195899963379
What 7.598835468292236
does 3.4011662006378174
the 2.549314022064209
physician 11.42002010345459
wonder 7.825730800628662
whether 3.0161352157592773
the 2.5598461627960205
group 13.451933860778809
of 4.189218044281006
researchers 8.416434288024902
designed 15.366079330444336
? 2.882878303527832
What 7.598835468292236
does 3.4011635780334473
the 2.549314022064209
professor 10.732126235961914
wonder 8.267923355102539
whether 3.5361487865448
the 2.8374922275543213
student 4.243635177612305
spilled 20.510683059692383
? 2.7619528770446777
What 7.598835468292236
did 5.443846702575684
the 3.0503437519073486
judge 10.227815628051758
wonder 8.188701629638672
whether 4.2824883460998535
the 2.711042642593384
police 7.929906368255615
officer 3.102181911468506
had 5.044569492340088
emailed 17.156890869140625
to 4.9511284828186035
the 1.7685706615447998
prosecutor 6.4459123611450195
? 1.7385015487670898
What 7.598835468292236
does 3.4011662006378174
the 2.549314022064209
police 9.704167366027832
officer 4.525202751159668
wonder 8.414865493774414
whether 3.566209316253662
the 2.5249269008636475
truck 12.861620903015137
hit 11.61774730682373
? 2.538973331451416
