"sentence_id","sentence_string","condition","mean_acc","mean_surprisal","normalized_surprisal","weight_first","weight_last","weight_sum"
274,"Anthony gave a book to his nephew and Emma a doll to her niece .","dative-match-gap",0.847619047619048,8.18143722216288,0.892689177089451,12.9189325632811,9.8043067571441,11.3616196602126
275,"Anthony gave his nephew a book and Emma her niece a doll .","dative-match-gap",0.857142857142857,9.35570804889386,0.950580446322804,13.0829309423041,8.60471243267212,10.8438216874881
276,"Anthony gave a book to his nephew and Emma her niece a doll .","dative-mismatch-gap",0.877551020408163,8.9252131666456,0.982720293970663,12.919434320972,10.9282203097753,11.9238273153736
277,"Anthony gave his nephew a book and Emma a doll to her niece .","dative-mismatch-gap",0.714285714285714,9.23504301479885,0.979109780796639,13.0811577485915,11.3630982750823,12.2221280118369
278,"James handed the key to the receptionist and Megan the suitcase to the driver .","dative-match-gap",0.663265306122449,8.11315672397614,0.975617615168889,12.7928415550279,9.35742756259362,11.0751345588108
279,"James handed the receptionist the key and Megan the driver the suitcase .","dative-match-gap",0.714285714285714,10.6977237738096,1.27865696140748,13.223108552501,10.804616635703,12.013862594102
280,"James handed the key to the receptionist and Megan the driver the suitcase .","dative-mismatch-gap",0.619047619047619,9.12464888606753,1.11521866881692,12.7928603272002,12.0878057955334,12.4403330613668
281,"James handed the receptionist the key and Megan the suitcase to the driver .","dative-mismatch-gap",0.826530612244898,9.9440918479647,1.20442160753472,13.2229920106506,9.74824904203773,11.4856205263442
282,"Justin lent his car to his brother and Grace her bicycle to her sister .","dative-match-gap",0.775510204081633,8.66871516108513,0.887481106717282,14.6685547497414,9.85005689335434,12.2593058215478
283,"Justin lent his brother his car and Grace her sister her bicycle .","dative-match-gap",0.622448979591837,10.0906064877143,0.978645108987063,14.8047651702027,9.90122048884878,12.3529928295257
284,"Justin lent his car to his brother and Grace her sister her bicycle .","dative-mismatch-gap",0.638095238095238,9.18813371871199,0.923391052216121,14.6684855916511,10.7348430823471,12.7016643369991
285,"Justin lent his brother his car and Grace her bicycle to her sister .","dative-mismatch-gap",0.678571428571429,9.36485196862902,0.961545533375225,14.8044711577778,10.5824432958126,12.6934572267952
286,"Alexander passed the salt to his wife and Victoria the pepper to her husband .","dative-match-gap",0.714285714285714,7.87605611483256,0.945922936721489,13.4859665563383,7.47365209187382,10.479809324106
287,"Alexander passed his wife the salt and Victoria her husband the pepper .","dative-match-gap",0.63265306122449,10.162550339332,1.23465320686104,13.5334161988807,9.49899805452548,11.5162071267031
288,"Alexander passed the salt to his wife and Victoria her husband the pepper .","dative-mismatch-gap",0.561224489795918,9.04916073594775,1.10045799156689,13.4860730007295,11.1514724012307,12.3187727009801
289,"Alexander passed his wife the salt and Victoria the pepper to her husband .","dative-mismatch-gap",0.876190476190476,9.23418964658465,1.09818346145188,13.5318690835459,9.71320080413777,11.6225349438419
290,"Jonathan bequeathed the land to his son and Rachel the mansion to her daughter .","dative-match-gap",0.733333333333333,7.62687426959164,0.851167048582104,14.5458021879386,7.68498376119549,11.115392974567
291,"Jonathan bequeathed his son the land and Rachel her daughter the mansion .","dative-match-gap",0.678571428571429,9.22914841260689,1.00921935121194,14.4976536697961,8.55930147120719,11.5284775705017
292,"Jonathan bequeathed the land to his son and Rachel her daughter the mansion .","dative-mismatch-gap",0.724489795918367,8.64254511844566,0.996738525141543,14.546087598001,10.0735904300514,12.3098390140262
293,"Jonathan bequeathed his son the land and Rachel the mansion to her daughter .","dative-mismatch-gap",0.591836734693878,8.62628859020437,0.951243545427091,14.4967330151261,8.57361459733215,11.5351738062291
294,"Christian sent a card to his grandfather and Anna flowers to her grandmother .","dative-match-gap",0.755102040816326,8.08848396795137,0.835258799700989,12.8996615050703,8.35105939165821,10.6253604483643
295,"Christian sent his grandfather a card and Anna her grandmother flowers .","dative-match-gap",0.780952380952381,10.3425528407097,1.06771809200309,13.0679372625306,11.9008985981816,12.4844179303561
296,"Christian sent a card to his grandfather and Anna her grandmother flowers .","dative-mismatch-gap",0.80952380952381,9.34614973343336,0.97673075659487,12.8995416759167,12.6298594206329,12.7647005482748
297,"Christian sent his grandfather a card and Anna flowers to her grandmother .","dative-mismatch-gap",0.785714285714286,9.70031668589665,1.01730259611608,13.0682719361061,10.1158796721759,11.592075804141
